EnrollmentNo,choice1,choice2, choice3,choice4,choice5,choice6,choice7, choice8,choice9,choice10
E6914,C2490-Civil,C5111-Civil,C7510-IC,C0871-CSE,C4212-ME,C2525-Civil,C4501-IT,C4790-Auto,C6879-EC,C9435-CH
E4754,C1932-IC,C2490-IC,C9443-CH,C1470-CSE,C9015-IT,C6014-IC,C7933-EE,C4501-IC,C4340-EE,C2800-ME
E4048,C9896-ME,C9896-Auto,C5597-CH,C0060-CSE,C9435-CSE,C7410-Auto,C6879-EC,C9435-EC,C7168-Civil,C4849-IC
E8221,C4340-Auto,C1470-CH,C2220-CSE,C7330-CH,C7168-ME,C6968-EE,C4340-CH,C6014-CSE,C1570-ME,C7330-CSE
E3689,C0871-Civil,C5111-EC,C2661-CH,C8804-IC,C4212-EE,C7933-IT,C2220-CSE,C1376-ME,C2525-CSE,C1570-EC
E0464,C7510-IC,C4849-IC,C5111-Auto,C1932-EE,C0060-Civil,C9435-Auto,C2800-EE,C6879-IT,C8895-EC,C6879-CH
E4178,C4826-IC,C7933-IT,C2800-ME,C7330-IC,C2010-Civil,C0060-IT,C6200-IT,C1932-IC,C6900-Civil,C9443-EE
E5257,C7933-IT,C8804-ME,C4849-Civil,C8911-EC,C1470-CH,C1932-IT,C9712-IT,C8911-IC,C0871-EC,C4790-IC
E1749,C1570-EC,C0871-ME,C7667-CSE,C8895-CSE,C0871-IT,C9712-IT,C7510-EE,C9712-EE,C2310-ME,C4501-Civil
E6161,C5111-IT,C6879-EC,C5005-Auto,C8895-EC,C2010-CH,C6900-Civil,C1932-CSE,C4206-Civil,C9443-ME,C9712-IT
E0043,C9118-Auto,C7168-EC,C6014-EE,C6978-Civil,C8911-IC,C6978-CH,C6879-ME,C4826-EC,C4212-Auto,C2800-EC
E9264,C2010-ME,C4449-CSE,C7168-IT,C9896-Civil,C2220-CSE,C7933-EE,C7933-IC,C6200-IT,C2525-Civil,C9435-Auto
E7006,C9712-CH,C8804-CSE,C8895-EE,C2010-EC,C1664-Civil,C0871-IC,C8911-CH,C9118-Civil,C7667-CH,C4501-CH
E7222,C7510-EE,C5111-CH,C9443-EE,C1664-IT,C6900-CH,C9443-EE,C9443-Auto,C4849-CSE,C5111-Civil,C4449-EE
E4054,C6968-Auto,C2800-EE,C9896-CH,C2661-IC,C4212-EC,C4340-Auto,C2220-EE,C0060-Civil,C2010-Civil,C9435-IC
E3797,C1510-IC,C9443-IT,C8911-Auto,C7168-EE,C1376-CSE,C7410-Auto,C6968-IT,C2310-EE,C8804-Auto,C1932-Auto
E1119,C7510-ME,C8132-Civil,C4340-Civil,C6978-Auto,C8911-IC,C2800-Auto,C7667-CSE,C1664-CSE,C9435-IT,C0871-IC
E5213,C1932-IC,C4501-Auto,C7168-Auto,C2010-IT,C4849-EE,C1664-IT,C2525-CSE,C1510-Civil,C4340-IC,C4849-CH
E8307,C9763-Auto,C8804-IT,C2800-IT,C2490-Civil,C8804-CH,C1376-EC,C8132-IT,C5668-EE,C4849-IT,C4449-IC
E6412,C7667-ME,C8132-CSE,C9118-IT,C8911-IC,C5005-Auto,C7410-EE,C4849-EC,C4340-IC,C4826-IT,C5111-EE
E9103,C4206-CH,C7667-IC,C5111-Auto,C4501-CSE,C9015-Auto,C5111-Civil,C9118-IC,C1510-Auto,C8132-EC,C7330-Civil
E3823,C5668-IT,C0060-Civil,C2310-EC,C8895-IC,C2800-Civil,C6200-EC,C2010-EE,C5597-EC,C9763-ME,C2010-CSE
E2014,C5111-ME,C7410-EC,C6900-Civil,C2661-Auto,C1664-IT,C5005-IC,C4849-CSE,C2310-EE,C2310-IT,C9712-EC
E2732,C5111-EC,C2490-EC,C0871-Civil,C1932-Auto,C5597-IC,C5597-CSE,C4501-CSE,C1376-EE,C2525-Auto,C4212-Auto
E4310,C6968-EE,C9896-EE,C2310-CH,C1664-Auto,C8911-ME,C1470-IT,C6900-ME,C8895-EE,C9435-Auto,C6900-IT
E8674,C2661-CH,C9712-Auto,C7510-CH,C5005-CSE,C7667-CSE,C1470-Auto,C4449-IT,C8132-Civil,C2800-EE,C2800-CSE
E1888,C8895-EC,C2800-IC,C4449-Civil,C8804-EE,C4206-Auto,C9896-ME,C8132-Auto,C4449-CH,C1510-Auto,C9015-Civil
E5883,C8132-EC,C2525-EE,C2220-CH,C7510-EE,C2220-Auto,C9896-IT,C8804-ME,C8895-EE,C9763-EC,C2490-CSE
E0571,C7667-IC,C7510-EE,C6978-IT,C8911-Auto,C5597-CH,C2800-EE,C4449-IC,C2010-ME,C2490-CSE,C1570-IT
E0530,C2310-CH,C5597-Auto,C6968-ME,C6879-Auto,C9015-Civil,C6978-ME,C2800-CSE,C4212-IT,C2220-EE,C1664-Civil
E0174,C9896-EC,C7667-CH,C7667-CH,C9118-IC,C8911-IC,C4340-IT,C4206-EE,C6978-Auto,C0060-ME,C5005-IC
E0527,C6968-Auto,C1510-Civil,C1470-EE,C6879-Civil,C5111-EC,C4340-EE,C6968-CH,C0871-ME,C8911-Civil,C4790-CSE
E8725,C2010-CH,C6200-EC,C8911-CH,C7330-Civil,C9712-EE,C7168-Auto,C1570-IT,C9443-ME,C8911-IT,C9015-IC
E3616,C2010-CSE,C5597-EC,C4206-Civil,C0871-CH,C7933-Auto,C9763-Auto,C2800-IT,C5668-CH,C4340-Auto,C9435-IT
E7418,C7510-IC,C7667-Civil,C5111-CSE,C4826-CH,C9435-EE,C6978-Civil,C8804-EE,C5111-Auto,C0060-Civil,C4501-ME
E0423,C4340-IT,C7410-ME,C5668-CH,C1510-Auto,C8132-CH,C1470-ME,C6968-CSE,C4212-Civil,C1664-CSE,C2525-ME
E9219,C6968-CSE,C7667-Civil,C2800-ME,C4212-ME,C1376-CH,C1570-EE,C5111-IC,C9896-CSE,C2220-IC,C5111-EC
E6640,C5005-IT,C6968-IT,C6014-IT,C4790-IT,C5005-CH,C9896-ME,C9015-CH,C0060-CH,C9712-Auto,C6978-ME
E6395,C6200-IC,C6014-Auto,C8804-Civil,C4501-IC,C9435-ME,C1376-IT,C1570-EE,C0060-IC,C7330-EC,C4826-Auto
E9195,C9015-Auto,C5668-Civil,C5668-IT,C4449-IT,C9763-EC,C4206-EC,C6879-Auto,C6978-IT,C4849-IT,C6879-CH
E5807,C5111-ME,C4340-ME,C5005-EC,C7168-EE,C7168-CSE,C5668-CSE,C4340-EC,C6200-ME,C6978-EE,C7510-EC
E0580,C7667-Civil,C2310-EC,C1570-EE,C1570-CSE,C4212-EC,C8132-EE,C2800-Civil,C4826-IT,C7667-IT,C7168-ME
E5281,C8132-CH,C8804-EC,C5597-Civil,C5597-EC,C5005-CSE,C2525-Auto,C7330-IT,C1570-IC,C8804-CH,C9896-EE
E8577,C9712-CSE,C1470-Auto,C5111-Auto,C7410-CSE,C9118-EE,C2010-ME,C1932-Civil,C2661-ME,C6879-EC,C2490-EC
E4299,C6879-EE,C6879-CSE,C6879-Auto,C7933-Auto,C7330-ME,C5005-ME,C1510-EC,C1510-IT,C6968-IC,C9443-EE
E9516,C6879-CSE,C2661-IT,C8911-EE,C7933-CSE,C1376-IT,C5005-Auto,C9118-IT,C5668-IT,C4790-Civil,C9763-Civil
E0382,C9443-CSE,C6978-Civil,C5111-CH,C0871-EE,C5668-CSE,C2490-IT,C1376-EC,C9896-CH,C4790-ME,C5005-Civil
E1722,C5005-EE,C0871-Auto,C0871-Auto,C9712-IC,C9896-IT,C6968-Civil,C5111-CSE,C8804-Civil,C5597-EC,C7667-ME
E9837,C4206-EC,C4501-CH,C2220-IT,C1570-Auto,C7510-CH,C9443-IT,C6200-ME,C6879-EC,C0060-IC,C5668-EC
E9431,C9712-EE,C8132-Civil,C6200-ME,C1664-IC,C4826-Auto,C5597-ME,C0871-Auto,C5111-CH,C4849-IT,C8132-EE
E0673,C2010-Civil,C6900-ME,C4449-Civil,C2220-CH,C9118-EC,C6900-EE,C7667-EE,C2310-IC,C0060-IT,C4449-ME
E6615,C4449-Civil,C9015-IT,C6200-ME,C9015-Civil,C6968-EC,C6900-IT,C0060-ME,C6014-ME,C0871-Auto,C6900-CSE
E7042,C4826-IC,C2661-CSE,C9015-CH,C4449-CSE,C6978-IC,C6968-EC,C4790-ME,C9896-ME,C6879-Civil,C5668-IC
E2289,C9712-CSE,C2220-IT,C7168-CSE,C9896-CSE,C4790-ME,C1570-ME,C7330-IT,C9015-CSE,C2661-IT,C9435-IT
E2079,C2490-EE,C2525-EE,C9435-ME,C2800-CSE,C7168-EE,C9435-Civil,C6014-CH,C8804-IT,C2010-Civil,C9896-IC
E2325,C9443-EC,C1376-CH,C8804-Civil,C7933-ME,C5111-Civil,C2220-CH,C5668-IT,C1932-IC,C8895-ME,C0060-Auto
E0035,C6879-CH,C0871-EC,C4501-Civil,C1376-Civil,C6968-Civil,C2661-CH,C2490-EE,C6900-EC,C2525-EC,C4849-CH
E0260,C4206-Auto,C9118-CH,C6879-EE,C1470-CSE,C8911-CSE,C9015-CH,C2490-CSE,C8804-IT,C8895-Civil,C0871-Auto
E9146,C6978-IC,C4849-EE,C2800-Auto,C6978-EE,C9435-IT,C6014-EE,C4212-IT,C1510-EC,C5668-EC,C7510-CSE
E3356,C6978-Civil,C1664-CH,C2010-Auto,C9896-CH,C9712-EC,C7410-EE,C2490-CH,C1510-Civil,C7410-IT,C4212-EC
E3125,C9443-Auto,C9015-Civil,C9443-EC,C6900-ME,C2490-EC,C4212-EC,C9118-EE,C4212-Civil,C4849-CSE,C2661-ME
E2203,C1570-Civil,C8804-ME,C7410-IT,C8804-Auto,C5597-ME,C1510-CH,C6900-IC,C1510-Auto,C4449-EE,C1664-Auto
E1009,C1470-CSE,C6879-ME,C7510-Auto,C2800-EE,C9896-Auto,C4501-CSE,C0060-Civil,C4826-Auto,C4206-ME,C4849-IT
E0185,C4212-EE,C6900-EC,C5005-CSE,C5668-IC,C7410-Auto,C2661-EC,C5597-CH,C5668-Civil,C1470-IT,C9763-EC
E2992,C2800-EE,C7667-EE,C6014-Civil,C7330-CH,C8804-EC,C1470-IC,C1932-Civil,C4212-IC,C9015-IC,C2661-EE
E4387,C4790-Auto,C6968-IT,C7667-EE,C9118-Civil,C1570-Civil,C4212-IC,C7410-Auto,C7410-EC,C2525-IC,C1376-IT
E6490,C9763-Civil,C5111-ME,C1570-IT,C2525-Auto,C7933-Auto,C7330-Civil,C1470-ME,C8895-Auto,C9896-Auto,C9015-IT
E0047,C7330-IC,C4340-ME,C6200-CSE,C1510-IT,C1932-CH,C4790-IT,C5597-EC,C1570-EE,C6014-CSE,C9763-ME
E3315,C5005-CSE,C1932-IT,C4206-Civil,C2525-CSE,C4849-CH,C9015-Auto,C1570-IT,C0060-EC,C7168-EC,C6900-ME
E9836,C2800-IC,C2525-IC,C6200-EE,C1376-IT,C4849-EC,C4849-EE,C4449-EC,C6014-ME,C1570-EE,C1932-IC
E6062,C2220-IC,C7330-CSE,C6968-IC,C5005-CH,C5111-Auto,C7933-IT,C5597-EC,C1932-CH,C8895-EE,C5111-IT
E7747,C4501-IC,C7330-IC,C1932-ME,C7510-EC,C9896-CSE,C5597-Auto,C2310-Auto,C2525-IT,C9443-CH,C9763-IC
E6072,C7168-CH,C2800-EE,C9443-Civil,C0060-EC,C6879-IC,C4212-CSE,C6978-EC,C4212-CSE,C6879-CH,C8804-Auto
E8401,C2661-Civil,C7933-IC,C1510-Civil,C8911-IT,C1470-CH,C4790-Civil,C1570-IT,C5597-EC,C8911-EE,C4501-IC
E1924,C5005-Civil,C5668-Civil,C2010-IC,C1664-Civil,C2310-ME,C2661-IC,C4501-Auto,C2661-ME,C4826-Auto,C2525-ME
E8427,C5111-Civil,C6900-Civil,C9118-Auto,C1510-Civil,C7667-IT,C5597-EC,C4449-CSE,C9896-IC,C1932-Civil,C9118-IT
E4054,C4340-EC,C1510-IT,C7933-EE,C7168-EC,C1470-IC,C1510-CSE,C1470-CSE,C6968-EE,C5668-IT,C9443-IT
E5083,C4501-EE,C6200-ME,C6014-EE,C7510-EE,C1470-CH,C9015-IC,C7410-CH,C7510-CH,C4212-Auto,C6900-IT
E1230,C5597-IT,C0060-IC,C7168-EE,C1470-IT,C4206-ME,C1510-ME,C4340-CSE,C6200-IT,C0871-EC,C7667-ME
E4789,C1510-EE,C9896-EC,C6879-CSE,C9443-CSE,C2800-EE,C5111-EC,C5597-ME,C8804-EE,C8895-CSE,C9118-ME
E4199,C1470-Civil,C4212-EE,C4501-EC,C8911-EE,C0060-EC,C7667-CSE,C9015-CSE,C2661-CSE,C7168-EC,C7933-EE
E5359,C2220-EC,C9712-Civil,C0871-IC,C7330-IT,C4826-Civil,C8132-EE,C8911-EE,C9118-EE,C4790-Auto,C0060-IC
E4608,C1664-IC,C1510-IT,C9443-EC,C7510-IT,C9435-ME,C1470-ME,C7168-EC,C7933-IC,C0060-IC,C1510-Auto
E2749,C6968-IT,C6879-Civil,C4340-CSE,C9712-CSE,C6900-CH,C1470-Auto,C8132-EE,C9712-IT,C8895-IT,C1664-IC
E7344,C0871-CSE,C8911-CH,C5111-CSE,C1376-Auto,C1932-EE,C4501-IT,C4790-IT,C8804-ME,C6200-Civil,C2220-EC
E8821,C7330-EE,C5597-IC,C1510-Civil,C4206-EE,C9015-CSE,C9118-IT,C7168-Auto,C8895-ME,C7933-CH,C6879-EC
E5462,C7410-CH,C4826-EE,C6978-CSE,C2010-CSE,C7330-IT,C5668-IT,C4206-CH,C8911-IC,C4340-Civil,C6014-ME
E3193,C9015-Civil,C6014-EE,C1570-EE,C9015-Civil,C1570-Civil,C4212-IC,C9015-ME,C8804-EC,C2220-IC,C7330-EE
E8247,C2525-ME,C2490-Auto,C7330-EE,C9443-Civil,C2800-EE,C4449-IT,C4340-CH,C8132-CSE,C2661-ME,C9015-ME
E6267,C6968-EE,C1664-IC,C1470-IT,C6014-ME,C5597-Civil,C6978-Auto,C1932-CSE,C0871-ME,C7168-Civil,C2800-Civil
E4231,C7510-EC,C9435-IT,C2010-IC,C2310-EE,C9015-CSE,C2010-Civil,C4340-CSE,C8132-EC,C4501-EC,C4449-Auto
E8706,C7330-CH,C1570-CH,C4790-CSE,C8132-Auto,C4340-IT,C6014-CH,C4501-EC,C6978-CH,C4340-ME,C5111-CSE
E1804,C6014-IC,C5668-Civil,C8132-Auto,C6014-EE,C2525-IT,C5668-IT,C2010-CH,C4212-CSE,C9435-CH,C9118-ME
E4501,C2010-IT,C4449-IT,C8804-CH,C9443-CH,C6900-Auto,C9435-ME,C7168-EE,C9435-Auto,C2010-EC,C1470-Auto
E3843,C8804-ME,C9712-EC,C8895-EE,C8132-CSE,C2800-IC,C2310-ME,C2525-IC,C1570-CSE,C1664-EC,C4449-IC
E2151,C5597-CH,C2220-Auto,C4340-EE,C1470-CH,C4790-EC,C6200-Civil,C2525-ME,C4340-ME,C6900-CSE,C4826-CH
E4971,C6014-IT,C6014-CH,C7667-ME,C7510-Civil,C1510-Auto,C2310-Civil,C7168-ME,C4340-CSE,C4849-CH,C8804-Auto
E7688,C4212-CSE,C1376-IC,C4501-CH,C7410-IT,C7410-CSE,C4790-IT,C9763-Civil,C6900-Civil,C4501-IC,C6200-CH
E4998,C2220-IT,C8804-Auto,C9763-EE,C4790-Auto,C8895-Auto,C7168-CH,C9435-ME,C0871-Auto,C1664-Civil,C7168-CSE
E0867,C7667-IC,C6978-Auto,C9896-IT,C4206-Civil,C9712-IC,C7168-CSE,C9015-EE,C2220-Auto,C4501-Auto,C4849-CH
E3394,C2800-CH,C0871-EE,C1470-CSE,C7410-Auto,C7168-CH,C5005-EC,C9435-CH,C7933-Auto,C6014-Auto,C8804-IT
E6037,C2310-Civil,C9763-ME,C4790-Auto,C2800-CSE,C6900-IT,C6014-IC,C6968-Auto,C6879-Civil,C4501-EE,C7667-EE
E2224,C6978-IC,C7168-Civil,C6200-Civil,C9118-EC,C7410-IC,C1510-ME,C1510-ME,C7510-ME,C9118-Civil,C4849-CSE
E5807,C6014-Auto,C1510-Civil,C2661-CSE,C5597-Civil,C9435-Civil,C6978-Civil,C8911-Auto,C2220-EC,C8132-CH,C8911-EE
E6874,C4449-Auto,C7330-EC,C0871-IC,C6879-EC,C2661-Civil,C9435-Civil,C9435-Civil,C8132-ME,C2310-CSE,C4340-CH
E4636,C7410-Auto,C9443-Auto,C0871-CH,C7168-EE,C9435-ME,C9443-CH,C9443-ME,C2800-CH,C5668-CSE,C2525-IC
E9108,C9712-Auto,C7933-EE,C1510-CH,C1664-EE,C5597-ME,C9443-Auto,C6879-Civil,C9118-IT,C2525-EE,C7510-IC
E8637,C7510-CSE,C1376-Civil,C8804-EE,C4340-Auto,C7933-CSE,C1570-EE,C8895-Civil,C2310-EC,C6014-EC,C8132-CSE
E9767,C4206-IC,C5111-Auto,C7168-Civil,C6968-CSE,C0060-EE,C7510-ME,C4790-EC,C7330-CSE,C8911-CSE,C2525-CSE
E4340,C9443-Auto,C1932-EE,C0871-EC,C4849-IC,C1570-Civil,C9015-IT,C2310-EE,C7933-ME,C5597-IT,C6879-IC
E5044,C5597-IC,C6014-IC,C6900-EC,C4826-IC,C1664-CH,C7667-IC,C9712-EC,C5597-ME,C5597-EC,C4340-ME
E8668,C6200-Auto,C2800-CSE,C2220-Auto,C4340-CH,C9118-CSE,C9015-CH,C9435-CH,C6200-CSE,C0871-EC,C6978-EE
E5116,C2800-ME,C2525-CSE,C7933-IC,C0060-CSE,C4206-EC,C0871-Civil,C9763-IT,C6968-IC,C7933-ME,C6978-ME
E8809,C2220-CH,C5005-ME,C1470-EC,C1570-Civil,C9712-IC,C8911-EE,C8132-IT,C7510-Auto,C1932-ME,C2310-IC
E9813,C2661-EE,C4340-EE,C6978-Civil,C4501-Civil,C6014-CH,C4790-ME,C6200-IT,C4206-EC,C6200-EC,C8895-Civil
E8195,C4449-ME,C9763-Civil,C7933-ME,C4849-EC,C8895-CH,C9896-EE,C6978-IC,C9015-EE,C1664-EE,C4206-EE
E2385,C5111-IT,C5111-IC,C4790-IT,C4206-IT,C0871-EE,C9763-IC,C9443-ME,C5597-IC,C6879-Auto,C5005-EC
E0064,C6900-IC,C7933-CH,C5111-Auto,C5597-IT,C8911-Civil,C6900-CSE,C0871-CSE,C5005-CH,C4849-ME,C8895-EE
E2867,C2220-IT,C2800-ME,C7933-EC,C1510-ME,C5111-Auto,C6879-EE,C1664-EC,C9763-IC,C9443-CSE,C6200-IC
E9005,C6968-ME,C6879-CSE,C9712-ME,C1376-CH,C6879-CSE,C2525-CH,C4340-ME,C1664-Auto,C1510-EC,C4790-ME
E7776,C0060-EC,C9763-Civil,C8132-EC,C9443-CSE,C7410-EC,C7168-IC,C9015-EC,C7933-IC,C8132-EC,C4790-EC
E3613,C2800-IT,C4501-Civil,C6014-IC,C8895-EE,C1664-EC,C1932-ME,C9712-IC,C4212-ME,C1664-CH,C8804-Civil
E3630,C4206-EE,C4790-IT,C2010-CH,C6879-EE,C2800-IC,C4790-CH,C7410-IC,C6978-ME,C9015-CSE,C9763-Auto
E4001,C4212-ME,C0871-CH,C5111-CSE,C7510-Civil,C2525-EC,C4212-EE,C1470-IT,C7330-EE,C9118-EC,C9015-IC
E3963,C0060-ME,C2310-CSE,C9712-IT,C8804-IT,C6014-Civil,C2010-IC,C6968-CSE,C4849-CSE,C1470-IT,C8132-CSE
E0172,C1470-Civil,C4790-IC,C2800-EE,C9763-EC,C4212-CH,C4826-IT,C7667-ME,C1664-Civil,C5005-IC,C6200-Auto
E3570,C7330-IT,C9015-CSE,C2220-CH,C2010-CH,C9712-IT,C9435-CSE,C2490-EC,C2220-EC,C7667-ME,C8132-IC
E9444,C4340-CSE,C7667-ME,C4790-IC,C9443-IT,C5597-IT,C8132-EC,C2661-Civil,C0871-ME,C6200-EE,C8895-EC
E9493,C7667-Auto,C2220-CSE,C1932-CSE,C1570-EC,C1932-CH,C1932-Civil,C9712-IC,C4206-CH,C4212-EC,C6014-ME
E5235,C4790-CSE,C6200-IC,C6968-EE,C0060-IT,C6968-CH,C7168-ME,C9712-ME,C4826-Civil,C5597-EC,C5111-EE
E2563,C6978-IT,C9118-EC,C1510-Civil,C6968-Auto,C2800-EE,C9118-IC,C9015-Auto,C1664-EC,C2800-ME,C4501-CH
E2378,C2800-Civil,C7510-Civil,C9435-EC,C5111-CSE,C2490-IT,C1510-EC,C4340-EE,C4849-IC,C8804-Auto,C2800-ME
E0876,C7667-EE,C1376-EC,C4206-IC,C2220-IT,C5005-EC,C4826-ME,C1470-EE,C6968-IC,C9435-Auto,C2525-EE
E0916,C9712-ME,C4501-IT,C4826-IC,C9712-ME,C7168-ME,C5111-Auto,C2525-EC,C4449-Civil,C8911-Auto,C5005-Auto
E5597,C4449-Auto,C2525-ME,C9712-EE,C9763-IT,C9435-CH,C9443-Auto,C7667-Auto,C2661-CH,C4790-IC,C2220-IC
E5289,C1932-IT,C9443-Civil,C9443-CH,C9015-CSE,C4501-CSE,C2310-Auto,C9443-IT,C0060-Auto,C1510-ME,C9763-EC
E8122,C9015-IC,C1664-Civil,C6968-IC,C2490-ME,C9712-CSE,C9896-EC,C4790-EC,C2800-Auto,C2220-EC,C9443-EC
E8548,C9015-CH,C4826-IT,C2310-IC,C2220-IT,C7410-EE,C8895-Auto,C9443-EE,C6968-Civil,C9435-Civil,C9118-Civil
E3419,C4790-IC,C2661-IC,C0060-EE,C2010-IC,C4212-CH,C2310-CSE,C9015-ME,C6968-IT,C1932-EC,C6968-CSE
E5308,C5597-EC,C9712-EE,C6978-Auto,C6014-Civil,C5005-CSE,C6200-EC,C9015-CH,C7510-EE,C1932-ME,C9763-CH
E2509,C7168-Civil,C4826-Civil,C4340-ME,C1664-EE,C8895-EE,C5005-IT,C2220-EE,C1376-CSE,C5668-IT,C9896-CSE
E7314,C7410-EE,C2220-Civil,C2490-CSE,C2310-Auto,C7410-CH,C4340-EE,C2800-IC,C8804-IC,C6968-EE,C9118-EE
E4056,C1376-CSE,C5111-Civil,C1376-EE,C9763-CSE,C4449-IC,C6968-CSE,C9443-Civil,C5668-ME,C4206-EC,C0871-EE
E5147,C9763-IT,C9435-Auto,C8911-Auto,C1570-CSE,C9712-Auto,C7410-CSE,C2220-CH,C2490-CSE,C6014-Auto,C9118-Auto
E4932,C7168-CSE,C1570-CH,C9712-EC,C6978-CH,C4449-ME,C2661-Civil,C7410-Auto,C8911-ME,C0871-EC,C2010-EE
E7625,C1932-EC,C4790-EC,C2490-IT,C1664-EC,C4212-CSE,C4501-EE,C7330-Auto,C6879-CH,C1510-ME,C7510-ME
E5566,C0871-IT,C6200-IT,C8911-CSE,C9118-ME,C7168-EC,C0060-EE,C7510-CSE,C9015-Civil,C4340-CSE,C1570-EE
E8226,C9015-IC,C9015-Civil,C0060-Auto,C9712-EC,C1376-CH,C1932-CSE,C1510-EE,C6200-IT,C2220-EC,C2220-IC
E6659,C6900-IT,C6200-Civil,C4826-IT,C7330-CSE,C5597-ME,C1376-CH,C2220-IT,C4501-EC,C7410-CH,C7330-Auto
E0341,C7510-Auto,C1932-ME,C5111-EE,C6879-CH,C9712-Civil,C5005-CH,C6014-IT,C2525-CH,C1510-EE,C1570-CSE
E8226,C2525-Auto,C6978-IT,C6014-Civil,C7168-CSE,C7933-ME,C8132-CH,C2490-EE,C1932-EC,C7933-EC,C2310-CH
E7508,C8132-Civil,C7510-IT,C2010-EE,C8132-IC,C7330-EC,C8895-ME,C4212-IC,C6200-Civil,C9712-CSE,C1510-CH
E1961,C6978-ME,C9443-CSE,C2525-CH,C0060-ME,C4501-IC,C9712-CSE,C2800-ME,C7667-CSE,C7168-CH,C6200-CSE
E1676,C9443-IC,C6978-EE,C1470-IT,C1664-IC,C6879-EC,C4790-ME,C4212-EC,C7667-IC,C7410-ME,C4340-IC
E3974,C4501-Auto,C4449-EE,C4340-EE,C1376-Civil,C5668-ME,C1932-EC,C5668-IC,C4449-Auto,C7168-CH,C9118-CSE
E4339,C5597-EE,C0060-CSE,C4212-IC,C9435-CSE,C6978-CH,C9712-EC,C2310-Auto,C7933-EC,C9712-Auto,C5597-EC
E6626,C4340-ME,C2490-Civil,C4212-EE,C4849-IT,C1932-ME,C2800-Civil,C2310-CH,C1376-IT,C6014-EE,C4449-IT
E9257,C5005-CH,C2310-EE,C6900-EE,C5597-EE,C6200-IC,C7933-IT,C4790-IC,C6200-Auto,C6879-IC,C2220-EE
E1790,C7667-ME,C8895-Auto,C9763-Auto,C1470-EE,C1376-CSE,C1470-EE,C4212-CH,C4449-Auto,C0060-Civil,C9435-EE
E3355,C0871-IT,C5668-EC,C4449-IC,C9712-EE,C9763-EC,C7510-ME,C1570-Civil,C6879-EC,C1932-IC,C4501-CSE
E3794,C9443-ME,C4790-IT,C7410-IC,C7168-CSE,C2490-CH,C7410-Auto,C5597-CSE,C2800-EC,C9763-Auto,C2010-EE
E6869,C9763-ME,C4212-Civil,C1510-ME,C8895-IC,C6014-CSE,C8132-IC,C9015-IT,C2310-CSE,C9712-IT,C4849-IC
E0275,C6200-CH,C4849-Civil,C2010-EE,C4790-CSE,C5668-ME,C1470-EC,C4826-ME,C9015-CH,C2800-Auto,C1376-IC
E0437,C2310-CH,C2010-Auto,C5668-EC,C5668-IC,C2010-Auto,C7168-EC,C6900-EE,C4826-ME,C2220-EE,C9435-CH
E7015,C6968-EE,C1932-ME,C7510-CH,C4212-CSE,C9763-CH,C4790-Auto,C5005-ME,C1470-IT,C6014-EE,C6978-Civil
E9300,C6014-ME,C1376-EC,C2220-CH,C9896-CSE,C1932-Auto,C2220-ME,C0060-EC,C2525-Civil,C2661-ME,C1932-IC
E2595,C6968-EE,C6968-IT,C4790-IC,C8132-Civil,C4790-IT,C2010-CSE,C5111-IC,C4340-Civil,C5668-EC,C4206-EE
E6083,C6900-IC,C8895-IC,C4206-EE,C8804-CH,C1510-CSE,C6200-IT,C5111-CSE,C5005-IT,C4206-Civil,C9015-EE
E6291,C4449-CH,C4206-Civil,C4501-EC,C5005-IC,C4212-EE,C2525-IT,C4206-CSE,C9896-EC,C1570-ME,C8804-ME
E2880,C1932-Auto,C6200-CSE,C6978-Auto,C1932-IT,C8132-CH,C4206-CSE,C9443-Auto,C5111-CH,C1570-CH,C8132-EC
E1596,C2490-EC,C7510-EE,C9118-EC,C7330-IT,C8895-Civil,C1470-Civil,C9435-EE,C1376-IT,C5597-Auto,C6014-EC
E3486,C4826-IC,C7510-Auto,C9763-EC,C7510-CSE,C9896-CSE,C4206-Civil,C2310-CH,C2800-CSE,C0871-EC,C2800-CSE
E1606,C4212-CH,C2310-EE,C2490-IC,C8911-CSE,C2800-EE,C2490-EE,C2310-CH,C9443-IT,C9763-CSE,C1932-CSE
E6481,C4449-CH,C7667-IT,C4849-EC,C2661-ME,C7410-Civil,C6900-CH,C7510-CSE,C7510-Auto,C6968-ME,C2220-CH
E6633,C7667-CSE,C9443-IT,C4340-EC,C1376-ME,C8911-CSE,C0060-CSE,C7933-Civil,C4849-IT,C9435-EE,C5111-EC
E6559,C4849-EC,C6978-Auto,C2800-IC,C7168-IT,C9763-EE,C9896-ME,C1510-CSE,C8895-Auto,C7510-Auto,C9015-CSE
E7221,C5668-CH,C7667-IC,C4449-CSE,C1664-CSE,C5668-CH,C7510-ME,C9015-ME,C8804-CH,C4340-IC,C2661-EE
E7512,C9443-CH,C4212-CH,C9763-CH,C5668-EE,C7410-IT,C9763-IT,C6014-Civil,C0871-ME,C5668-CSE,C5597-Auto
E4533,C6900-Civil,C1932-CH,C4826-EC,C9763-IC,C2525-IT,C7667-IC,C9118-EC,C4790-ME,C0871-Auto,C4501-EE
E5596,C1376-Auto,C0060-Civil,C2010-IC,C9118-CSE,C9435-CH,C7667-IC,C2310-CSE,C2010-Auto,C7933-EC,C5597-Civil
